hh_id,country,hh_size
HHB2_20604,uk,3
HHB2_20605,uk,5
HHB2_20606,uk,1
HHB2_20607,uk,3
HHB2_20609,uk,2
HHB2_20612,uk,7
HHB2_20613,uk,4
HHB2_20618,uk,1
HHB2_20619,uk,3
HHB2_20620,uk,4
HHB2_20623,uk,6
HHB2_20627,uk,5
HHB2_20632,uk,3
HHB2_20635,uk,1
HHB2_20636,uk,2
HHB2_20637,uk,1
HHB2_20639,uk,2
HHB2_20640,uk,2
HHB2_20641,uk,3
HHB2_20644,uk,2
HHB2_20645,uk,4
HHB2_20646,uk,3
HHB2_20650,uk,1
HHB2_20656,uk,2
HHB2_20657,uk,3
HHB2_20658,uk,1
HHB2_20659,uk,1
HHB2_20662,uk,5
HHB2_20666,uk,3
HHB2_20668,uk,1
HHB2_20669,uk,2
HHB2_20670,uk,2
HHB2_20672,uk,2
HHB2_20674,uk,4
HHB2_20677,uk,4
HHB2_20679,uk,1
HHB2_20681,uk,2
HHB2_20682,uk,3
HHB2_20683,uk,3
HHB2_20686,uk,2
HHB2_20690,uk,2
HHB2_20692,uk,2
HHB2_20693,uk,3
HHB2_20694,uk,2
HHB2_20697,uk,2
HHB2_20698,uk,3
HHB2_20701,uk,3
HHB2_20705,uk,1
HHB2_20706,uk,6
HHB2_20707,uk,3
HHB2_20708,uk,2
HHB2_20709,uk,1
HHB2_20710,uk,2
HHB2_20712,uk,2
HHB2_20713,uk,1
HHB2_20714,uk,2
HHB2_20715,uk,2
HHB2_20716,uk,2
HHB2_20717,uk,2
HHB2_20718,uk,1
HHB2_20719,uk,1
HHB2_20720,uk,4
HHB2_20721,uk,1
HHB2_20722,uk,2
HHB2_20723,uk,1
HHB2_20724,uk,3
HHB2_20725,uk,1
HHB2_20726,uk,2
HHB2_20727,uk,3
HHB2_20728,uk,4
HHB2_20729,uk,3
HHB2_20730,uk,3
HHB2_20731,uk,4
HHB2_20732,uk,2
HHB2_20733,uk,2
HHB2_20734,uk,3
HHB2_20735,uk,1
HHB2_20736,uk,5
HHB2_20737,uk,2
HHB2_20738,uk,3
HHB2_20739,uk,1
HHB2_20740,uk,2
HHB2_20742,uk,4
HHB2_20745,uk,2
HHB2_20746,uk,2
HHB2_20747,uk,3
HHB2_20749,uk,1
HHB2_20750,uk,3
HHB2_20751,uk,1
HHB2_20752,uk,5
HHB2_20753,uk,3
HHB2_20755,uk,6
HHB2_20756,uk,5
HHB2_20757,uk,4
HHB2_20759,uk,4
HHB2_20761,uk,1
HHB2_20762,uk,2
HHB2_20763,uk,2
HHB2_20764,uk,2
HHB2_20765,uk,6
HHB2_20766,uk,3
HHB2_20767,uk,5
HHB2_20769,uk,2
HHB2_20770,uk,2
HHB2_20772,uk,4
HHB2_20773,uk,4
HHB2_20775,uk,2
HHB2_20776,uk,2
HHB2_20777,uk,2
HHB2_20778,uk,1
HHB2_20779,uk,4
HHB2_20780,uk,1
HHB2_20781,uk,2
HHB2_20782,uk,1
HHB2_20783,uk,3
HHB2_20784,uk,2
HHB2_20785,uk,1
HHB2_20786,uk,1
HHB2_20787,uk,2
HHB2_20788,uk,3
HHB2_20789,uk,2
HHB2_20790,uk,3
HHB2_20791,uk,2
HHB2_20792,uk,2
HHB2_20794,uk,3
HHB2_20796,uk,1
HHB2_20797,uk,2
HHB2_20798,uk,1
HHB2_20800,uk,5
HHB2_20801,uk,2
HHB2_20802,uk,2
HHB2_20803,uk,2
HHB2_20804,uk,6
HHB2_20805,uk,1
HHB2_20807,uk,3
HHB2_20808,uk,2
HHB2_20809,uk,2
HHB2_20810,uk,1
HHB2_20812,uk,2
HHB2_20813,uk,2
HHB2_20814,uk,1
HHB2_20815,uk,2
HHB2_20816,uk,2
HHB2_20818,uk,1
HHB2_20819,uk,1
HHB2_20821,uk,3
HHB2_20822,uk,4
HHB2_20823,uk,2
HHB2_20824,uk,2
HHB2_20825,uk,2
HHB2_20826,uk,1
HHB2_20827,uk,4
HHB2_20828,uk,3
HHB2_20829,uk,1
HHB2_20830,uk,1
HHB2_20832,uk,2
HHB2_20833,uk,2
HHB2_20834,uk,3
HHB2_20835,uk,1
HHB2_20836,uk,1
HHB2_20837,uk,4
HHB2_20839,uk,1
HHB2_20840,uk,3
HHB2_20841,uk,3
HHB2_20842,uk,2
HHB2_20843,uk,3
HHB2_20844,uk,1
HHB2_20845,uk,1
HHB2_20846,uk,2
HHB2_20848,uk,1
HHB2_20849,uk,4
HHB2_20850,uk,2
HHB2_20851,uk,3
HHB2_20852,uk,1
HHB2_20853,uk,2
HHB2_20854,uk,2
HHB2_20855,uk,1
HHB2_20856,uk,3
HHB2_20857,uk,2
HHB2_20858,uk,2
HHB2_20859,uk,2
HHB2_20860,uk,2
HHB2_20861,uk,4
HHB2_20862,uk,1
HHB2_20863,uk,3
HHB2_20864,uk,6
HHB2_20866,uk,3
HHB2_20867,uk,1
HHB2_20869,uk,2
HHB2_20870,uk,1
HHB2_20871,uk,4
HHB2_20872,uk,2
HHB2_20873,uk,3
HHB2_20874,uk,1
HHB2_20875,uk,3
HHB2_20876,uk,2
HHB2_20877,uk,3
HHB2_20879,uk,3
HHB2_20880,uk,1
HHB2_20881,uk,3
HHB2_20883,uk,2
HHB2_20884,uk,5
HHB2_20885,uk,2
HHB2_20886,uk,2
HHB2_20887,uk,3
HHB2_20888,uk,2
HHB2_20889,uk,3
HHB2_20890,uk,2
HHB2_20891,uk,2
HHB2_20892,uk,1
HHB2_20893,uk,2
HHB2_20894,uk,3
HHB2_20896,uk,4
HHB2_20897,uk,1
HHB2_20898,uk,3
HHB2_20899,uk,1
HHB2_20900,uk,3
HHB2_20902,uk,1
HHB2_20903,uk,2
HHB2_20904,uk,2
HHB2_20905,uk,4
HHB2_20906,uk,2
HHB2_20907,uk,1
HHB2_20908,uk,3
HHB2_20909,uk,1
HHB2_20910,uk,3
HHB2_20911,uk,4
HHB2_20912,uk,4
HHB2_20914,uk,1
HHB2_20915,uk,3
HHB2_20916,uk,2
HHB2_20917,uk,4
HHB2_20918,uk,2
HHB2_20919,uk,4
HHB2_20920,uk,1
HHB2_20921,uk,2
HHB2_20922,uk,1
HHB2_20924,uk,2
HHB2_20925,uk,1
HHB2_20926,uk,3
HHB2_20927,uk,2
HHB2_20928,uk,2
HHB2_20931,uk,2
HHB2_20933,uk,2
HHB2_20935,uk,1
HHB2_20937,uk,3
HHB2_20939,uk,1
HHB2_20940,uk,4
HHB2_20942,uk,4
HHB2_20944,uk,3
HHB2_20946,uk,3
HHB2_20947,uk,2
HHB2_20948,uk,2
HHB2_20949,uk,4
HHB2_20951,uk,2
HHB2_20952,uk,3
HHB2_20953,uk,2
HHB2_20954,uk,2
HHB2_20955,uk,2
HHB2_20956,uk,3
HHB2_20958,uk,3
HHB2_20961,uk,4
HHB2_20963,uk,3
HHB2_20964,uk,3
HHB2_20965,uk,3
HHB2_20966,uk,3
HHB2_20968,uk,2
HHB2_20969,uk,5
HHB2_20970,uk,4
HHB2_20971,uk,3
HHB2_20973,uk,3
HHB2_20974,uk,3
HHB2_20976,uk,2
HHB2_20977,uk,5
HHB2_20979,uk,2
HHB2_20980,uk,1
HHB2_20981,uk,3
HHB2_20982,uk,2
HHB2_20983,uk,2
HHB2_20986,uk,2
HHB2_20988,uk,5
HHB2_20989,uk,2
HHB2_20990,uk,2
HHB2_20991,uk,2
HHB2_20992,uk,2
HHB2_20993,uk,2
HHB2_20994,uk,2
HHB2_20996,uk,3
HHB2_20997,uk,2
HHB2_20998,uk,1
HHB2_20999,uk,3
HHB2_21000,uk,4
HHB2_21001,uk,1
HHB2_21003,uk,3
HHB2_21004,uk,2
HHB2_21005,uk,3
HHB2_21006,uk,1
HHB2_21007,uk,2
HHB2_21008,uk,2
HHB2_21009,uk,2
HHB2_21010,uk,2
HHB2_21011,uk,2
HHB2_21012,uk,2
HHB2_21013,uk,2
HHB2_21014,uk,2
HHB2_21015,uk,2
HHB2_21016,uk,4
HHB2_21017,uk,2
HHB2_21018,uk,2
HHB2_21019,uk,2
HHB2_21020,uk,5
HHB2_21023,uk,4
HHB2_21024,uk,2
HHB2_21025,uk,3
HHB2_21027,uk,6
HHB2_21028,uk,2
HHB2_21030,uk,3
HHB2_21031,uk,3
HHB2_21032,uk,2
HHB2_21033,uk,2
HHB2_21035,uk,2
HHB2_21037,uk,2
HHB2_21038,uk,2
HHB2_21040,uk,1
HHB2_21041,uk,3
HHB2_21043,uk,2
HHB2_21044,uk,2
HHB2_21046,uk,4
HHB2_21047,uk,4
HHB2_21048,uk,2
HHB2_21049,uk,2
HHB2_21050,uk,3
HHB2_21051,uk,3
HHB2_21052,uk,2
HHB2_21055,uk,2
HHB2_21058,uk,2
HHB2_21059,uk,3
HHB2_21062,uk,2
HHB2_21063,uk,2
HHB2_21064,uk,4
HHB2_21065,uk,3
HHB2_21066,uk,2
HHB2_21067,uk,2
HHB2_21068,uk,3
HHB2_21069,uk,2
HHB2_21072,uk,3
HHB2_21073,uk,4
HHB2_21074,uk,2
HHB2_21075,uk,6
HHB2_21076,uk,2
HHB2_21077,uk,2
HHB2_21079,uk,3
HHB2_21081,uk,3
HHB2_21082,uk,4
HHB2_21083,uk,2
HHB2_21084,uk,2
HHB2_21085,uk,2
HHB2_21086,uk,2
HHB2_21087,uk,1
HHB2_21088,uk,4
HHB2_21089,uk,2
HHB2_21091,uk,1
HHB2_21092,uk,3
HHB2_21094,uk,2
HHB2_21095,uk,3
HHB2_21096,uk,2
HHB2_21097,uk,3
HHB2_21098,uk,3
HHB2_21099,uk,3
HHB2_21100,uk,6
HHB2_21101,uk,2
HHB2_21102,uk,2
HHB2_21103,uk,2
HHB2_21104,uk,4
HHB2_21105,uk,1
HHB2_21107,uk,2
HHB2_21108,uk,2
HHB2_21110,uk,2
HHB2_21111,uk,3
HHB2_21112,uk,2
HHB2_21113,uk,2
HHB2_21116,uk,4
HHB2_21118,uk,4
HHB2_21120,uk,3
HHB2_21122,uk,4
HHB2_21123,uk,5
HHB2_21125,uk,2
HHB2_21130,uk,1
HHB2_21132,uk,1
HHB2_21134,uk,1
HHB2_21135,uk,1
HHB2_21136,uk,1
HHB2_21138,uk,1
HHB2_21139,uk,1
HHB2_21140,uk,1
HHB2_21141,uk,1
HHB2_21142,uk,2
HHB2_21143,uk,1
HHB2_21145,uk,1
HHB2_21146,uk,1
HHB2_21147,uk,1
HHB2_21148,uk,1
HHB2_21149,uk,1
HHB2_21150,uk,1
HHB2_21152,uk,1
HHB2_21155,uk,1
HHB2_21157,uk,2
HHB2_21158,uk,1
HHB2_21160,uk,1
HHB2_21162,uk,1
HHB2_21163,uk,1
HHB2_21164,uk,1
HHB2_21165,uk,1
HHB2_21166,uk,1
HHB2_21167,uk,1
HHB2_21168,uk,1
HHB2_21169,uk,1
HHB2_21170,uk,1
HHB2_21171,uk,1
HHB2_21175,uk,1
HHB2_21176,uk,2
HHB2_21177,uk,1
HHB2_21178,uk,3
HHB2_21179,uk,2
HHB2_21180,uk,3
HHB2_21181,uk,2
HHB2_21182,uk,3
HHB2_21183,uk,3
HHB2_21184,uk,2
HHB2_21185,uk,1
HHB2_21186,uk,5
HHB2_21187,uk,4
HHB2_21188,uk,1
HHB2_21189,uk,2
HHB2_21190,uk,2
HHB2_21191,uk,1
HHB2_21192,uk,1
HHB2_21193,uk,1
HHB2_21194,uk,4
HHB2_21196,uk,2
HHB2_21197,uk,2
HHB2_21198,uk,2
HHB2_21199,uk,2
HHB2_21200,uk,3
HHB2_21201,uk,1
HHB2_21203,uk,2
HHB2_21204,uk,5
HHB2_21206,uk,3
HHB2_21207,uk,2
HHB2_21208,uk,1
HHB2_21209,uk,2
HHB2_21210,uk,6
HHB2_21211,uk,4
HHB2_21212,uk,4
HHB2_21214,uk,1
HHB2_21215,uk,2
HHB2_21216,uk,2
HHB2_21217,uk,1
HHB2_21218,uk,1
HHB2_21219,uk,1
HHB2_21220,uk,5
HHB2_21221,uk,2
HHB2_21222,uk,2
HHB2_21223,uk,3
HHB2_21224,uk,3
HHB2_21225,uk,3
HHB2_21226,uk,2
HHB2_21227,uk,6
HHB2_21228,uk,6
HHB2_21229,uk,2
HHB2_21230,uk,2
HHB2_21231,uk,2
HHB2_21232,uk,3
HHB2_21233,uk,1
HHB2_21234,uk,5
HHB2_21235,uk,2
HHB2_21236,uk,1
HHB2_21237,uk,4
HHB2_21238,uk,1
HHB2_21240,uk,3
HHB2_21241,uk,3
HHB2_21242,uk,4
HHB2_21244,uk,2
HHB2_21245,uk,2
HHB2_21247,uk,4
HHB2_21248,uk,3
HHB2_21249,uk,3
HHB2_21250,uk,2
HHB2_21251,uk,2
HHB2_21252,uk,5
HHB2_21253,uk,2
HHB2_21255,uk,2
HHB2_21256,uk,4
HHB2_21257,uk,2
HHB2_21259,uk,1
HHB2_21260,uk,5
HHB2_21262,uk,3
HHB2_21265,uk,2
HHB2_21267,uk,2
HHB2_21268,uk,3
HHB2_21269,uk,2
HHB2_21270,uk,3
HHB2_21271,uk,1
HHB2_21272,uk,1
HHB2_21274,uk,4
HHB2_21275,uk,2
HHB2_21276,uk,3
HHB2_21277,uk,5
HHB2_21278,uk,5
HHB2_21279,uk,2
HHB2_21280,uk,2
HHB2_21281,uk,3
HHB2_21282,uk,2
HHB2_21283,uk,3
HHB2_21285,uk,1
HHB2_21286,uk,3
HHB2_21287,uk,3
HHB2_21289,uk,6
HHB2_21290,uk,2
HHB2_21291,uk,2
HHB2_21292,uk,2
HHB2_21293,uk,2
HHB2_21294,uk,4
HHB2_21295,uk,4
HHB2_21296,uk,5
HHB2_21297,uk,1
HHB2_21298,uk,2
HHB2_21299,uk,3
HHB2_21301,uk,2
HHB2_21302,uk,3
HHB2_21303,uk,4
HHB2_21304,uk,3
HHB2_21305,uk,4
HHB2_21306,uk,3
HHB2_21307,uk,4
HHB2_21308,uk,2
HHB2_21309,uk,2
HHB2_21310,uk,1
HHB2_21311,uk,1
HHB2_21312,uk,1
HHB2_21313,uk,4
HHB2_21314,uk,3
HHB2_21316,uk,2
HHB2_21317,uk,3
HHB2_21318,uk,1
HHB2_21319,uk,2
HHB2_21320,uk,2
HHB2_21321,uk,2
HHB2_21322,uk,4
HHB2_21323,uk,2
HHB2_21325,uk,2
HHB2_21326,uk,2
HHB2_21330,uk,1
HHB2_21332,uk,1
HHB2_21333,uk,2
HHB2_21334,uk,1
HHB2_21335,uk,1
HHB2_21337,uk,3
HHB2_21339,uk,4
HHB2_21340,uk,6
HHB2_21341,uk,1
HHB2_21343,uk,7
HHB2_21344,uk,1
HHB2_21346,uk,4
HHB2_21347,uk,1
HHB2_21348,uk,2
HHB2_21349,uk,2
HHB2_21350,uk,4
HHB2_21351,uk,2
HHB2_21353,uk,3
HHB2_21354,uk,3
HHB2_21355,uk,3
HHB2_21356,uk,2
HHB2_21357,uk,2
HHB2_21358,uk,3
HHB2_21359,uk,4
HHB2_21360,uk,4
HHB2_21361,uk,3
HHB2_21362,uk,4
HHB2_21363,uk,4
HHB2_21366,uk,3
HHB2_21367,uk,4
HHB2_21368,uk,2
HHB2_21369,uk,3
HHB2_21371,uk,3
HHB2_21372,uk,1
HHB2_21373,uk,3
HHB2_21374,uk,5
HHB2_21376,uk,1
HHB2_21377,uk,1
HHB2_21378,uk,1
HHB2_21379,uk,3
HHB2_21380,uk,2
HHB2_21381,uk,4
HHB2_21383,uk,5
HHB2_21384,uk,3
HHB2_21386,uk,3
HHB2_21387,uk,3
HHB2_21388,uk,3
HHB2_21389,uk,5
HHB2_21391,uk,1
HHB2_21392,uk,4
HHB2_21394,uk,1
HHB2_21395,uk,3
HHB2_21397,uk,2
HHB2_21398,uk,3
HHB2_21400,uk,1
HHB2_21401,uk,6
HHB2_21403,uk,1
HHB2_21404,uk,4
HHB2_21405,uk,4
HHB2_21406,uk,2
HHB2_21407,uk,1
HHB2_21408,uk,2
HHB2_21409,uk,3
HHB2_21410,uk,1
HHB2_21411,uk,2
HHB2_21413,uk,3
HHB2_21414,uk,4
HHB2_21416,uk,3
HHB2_21418,uk,1
HHB2_21419,uk,3
HHB2_21421,uk,1
HHB2_21422,uk,2
HHB2_21424,uk,2
HHB2_21425,uk,4
HHB2_21426,uk,3
HHB2_21430,uk,2
HHB2_21432,uk,2
HHB2_21434,uk,2
HHB2_21437,uk,2
HHB2_21438,uk,1
HHB2_21439,uk,2
HHB2_21442,uk,2
HHB2_21446,uk,4
HHB2_21450,uk,3
HHB2_21452,uk,3
HHB2_21460,uk,2
HHB2_21461,uk,4
HHB2_21464,uk,1
HHB2_21466,uk,6
HHB2_21468,uk,2
HHB2_21469,uk,1
HHB2_21470,uk,3
HHB2_21471,uk,3
HHB2_21472,uk,3
HHB2_21473,uk,2
HHB2_21474,uk,2
HHB2_21475,uk,3
HHB2_21476,uk,1
HHB2_21477,uk,3
HHB2_21478,uk,2
HHB2_21479,uk,1
HHB2_21480,uk,5
HHB2_21481,uk,4
HHB2_21482,uk,2
HHB2_21483,uk,1
HHB2_21484,uk,1
HHB2_21485,uk,3
HHB2_21487,uk,3
HHB2_21488,uk,3
HHB2_21489,uk,2
HHB2_21490,uk,1
HHB2_21491,uk,1
HHB2_21492,uk,1
HHB2_21493,uk,2
HHB2_21494,uk,2
HHB2_21495,uk,3
HHB2_21496,uk,1
HHB2_21497,uk,2
HHB2_21498,uk,5
HHB2_21499,uk,2
HHB2_21500,uk,2
HHB2_21501,uk,2
HHB2_21502,uk,2
HHB2_21503,uk,1
HHB2_21504,uk,2
HHB2_21505,uk,1
HHB2_21507,uk,4
HHB2_21508,uk,2
HHB2_21509,uk,2
HHB2_21510,uk,4
HHB2_21511,uk,1
HHB2_21512,uk,1
HHB2_21513,uk,2
HHB2_21515,uk,2
HHB2_21516,uk,3
HHB2_21517,uk,2
HHB2_21518,uk,1
HHB2_21519,uk,3
HHB2_21520,uk,1
HHB2_21521,uk,1
HHB2_21522,uk,2
HHB2_21523,uk,1
HHB2_21524,uk,2
HHB2_21525,uk,1
HHB2_21526,uk,1
HHB2_21528,uk,2
HHB2_21530,uk,1
HHB2_21531,uk,3
HHB2_21532,uk,2
HHB2_21533,uk,2
HHB2_21534,uk,2
HHB2_21535,uk,1
HHB2_21536,uk,3
HHB2_21538,uk,2
HHB2_21541,uk,2
HHB2_21542,uk,2
HHB2_21543,uk,2
HHB2_21544,uk,4
HHB2_21545,uk,1
HHB2_21546,uk,2
HHB2_21547,uk,2
HHB2_21548,uk,3
HHB2_21549,uk,1
HHB2_21550,uk,2
HHB2_21551,uk,2
HHB2_21553,uk,1
HHB2_21554,uk,1
HHB2_21556,uk,2
HHB2_21557,uk,3
HHB2_21558,uk,4
HHB2_21559,uk,1
HHB2_21560,uk,1
HHB2_21561,uk,1
HHB2_21562,uk,3
HHB2_21563,uk,1
HHB2_21564,uk,1
HHB2_21565,uk,2
HHB2_21566,uk,2
HHB2_21567,uk,3
HHB2_21568,uk,5
HHB2_21569,uk,2
HHB2_21570,uk,2
HHB2_21571,uk,2
HHB2_21572,uk,5
HHB2_21573,uk,1
HHB2_21574,uk,1
HHB2_21575,uk,2
HHB2_21576,uk,3
HHB2_21577,uk,2
HHB2_21578,uk,2
HHB2_21579,uk,3
HHB2_21580,uk,1
HHB2_21581,uk,2
HHB2_21582,uk,3
HHB2_21583,uk,4
HHB2_21584,uk,4
HHB2_21585,uk,3
HHB2_21586,uk,3
HHB2_21587,uk,2
HHB2_21588,uk,4
HHB2_21589,uk,1
HHB2_21590,uk,2
HHB2_21591,uk,2
HHB2_21592,uk,2
HHB2_21593,uk,2
HHB2_21594,uk,4
HHB2_21595,uk,2
HHB2_21596,uk,3
HHB2_21597,uk,3
HHB2_21598,uk,3
HHB2_21599,uk,3
HHB2_21600,uk,2
HHB2_21601,uk,6
HHB2_21602,uk,2
HHB2_21603,uk,2
HHB2_21604,uk,3
HHB2_21605,uk,1
HHB2_21606,uk,1
HHB2_21607,uk,2
HHB2_21608,uk,5
HHB2_21609,uk,3
HHB2_21610,uk,1
HHB2_21611,uk,2
HHB2_21612,uk,4
HHB2_21613,uk,2
HHB2_21614,uk,2
HHB2_21615,uk,2
HHB2_21616,uk,4
HHB2_21617,uk,4
HHB2_21618,uk,3
HHB2_21619,uk,2
HHB2_21620,uk,3
HHB2_21621,uk,4
HHB2_21622,uk,2
HHB2_21623,uk,2
HHB2_21624,uk,1
HHB2_21625,uk,1
HHB2_21626,uk,1
HHB2_21627,uk,4
HHB2_21628,uk,2
HHB2_21629,uk,4
HHB2_21630,uk,3
HHB2_21631,uk,3
HHB2_21632,uk,3
HHB2_21633,uk,3
HHB2_21634,uk,3
HHB2_21635,uk,4
HHB2_21636,uk,3
HHB2_21637,uk,1
HHB2_21638,uk,4
HHB2_21639,uk,3
HHB2_21640,uk,4
HHB2_21641,uk,1
HHB2_21642,uk,3
HHB2_21643,uk,4
HHB2_21644,uk,2
HHB2_21645,uk,4
HHB2_21646,uk,5
HHB2_21647,uk,4
HHB2_21648,uk,2
HHB2_21649,uk,6
HHB2_21650,uk,6
HHB2_21651,uk,5
HHB2_21652,uk,1
HHB2_21653,uk,2
HHB2_21654,uk,4
HHB2_21655,uk,3
HHB2_21656,uk,3
HHB2_21657,uk,2
HHB2_21658,uk,1
HHB2_21659,uk,6
HHB2_21660,uk,3
HHB2_21661,uk,2
HHB2_21662,uk,3
HHB2_21663,uk,1
HHB2_21664,uk,3
HHB2_21665,uk,1
HHB2_21666,uk,3
HHB2_21667,uk,5
HHB2_21668,uk,3
HHB2_21669,uk,1
HHB2_21670,uk,2
HHB2_21671,uk,2
HHB2_21672,uk,1
HHB2_21673,uk,3
HHB2_21674,uk,1
HHB2_21675,uk,2
HHB2_21676,uk,2
HHB2_21677,uk,1
HHB2_21678,uk,2
HHB2_21679,uk,2
HHB2_21680,uk,2
HHB2_21681,uk,3
HHB2_21682,uk,4
HHB2_21683,uk,3
HHB2_21684,uk,2
HHB2_21685,uk,1
HHB2_21686,uk,3
HHB2_21687,uk,4
HHB2_21688,uk,2
HHB2_620137,uk,4
HHB2_620235,uk,1
HHB2_620262,uk,2
HHB2_620616,uk,1
HHB2_620741,uk,6
HHB3_20002,uk,1
HHB3_20003,uk,2
HHB3_20004,uk,2
HHB3_20005,uk,3
HHB3_20006,uk,1
HHB3_20008,uk,3
HHB3_20009,uk,2
HHB3_20010,uk,4
HHB3_20011,uk,4
HHB3_20012,uk,4
HHB3_20013,uk,2
HHB3_20014,uk,2
HHB3_20015,uk,1
HHB3_20017,uk,1
HHB3_20018,uk,3
HHB3_20019,uk,2
HHB3_20021,uk,3
HHB3_20023,uk,2
HHB3_20024,uk,3
HHB3_20026,uk,3
HHB3_20027,uk,3
HHB3_20028,uk,1
HHB3_20029,uk,1
HHB3_20030,uk,3
HHB3_20033,uk,4
HHB3_20034,uk,2
HHB3_20036,uk,2
HHB3_20037,uk,1
HHB3_20038,uk,2
HHB3_20039,uk,1
HHB3_20040,uk,1
HHB3_20041,uk,2
HHB3_20042,uk,1
HHB3_20043,uk,5
HHB3_20044,uk,2
HHB3_20045,uk,1
HHB3_20046,uk,2
HHB3_20048,uk,2
HHB3_20049,uk,5
HHB3_20050,uk,2
HHB3_20051,uk,2
HHB3_20052,uk,3
HHB3_20053,uk,2
HHB3_20054,uk,1
HHB3_20055,uk,2
HHB3_20056,uk,3
HHB3_20057,uk,3
HHB3_20058,uk,3
HHB3_20059,uk,2
HHB3_20060,uk,2
HHB3_20061,uk,2
HHB3_20062,uk,2
HHB3_20063,uk,3
HHB3_20064,uk,4
HHB3_20065,uk,1
HHB3_20066,uk,1
HHB3_20067,uk,1
HHB3_20068,uk,1
HHB3_20069,uk,3
HHB3_20070,uk,2
HHB3_20071,uk,3
HHB3_20072,uk,3
HHB3_20073,uk,1
HHB3_20074,uk,4
HHB3_20077,uk,2
HHB3_20078,uk,1
HHB3_20080,uk,1
HHB3_20081,uk,3
HHB3_20083,uk,6
HHB3_20084,uk,3
HHB3_20085,uk,2
HHB3_20086,uk,2
HHB3_20088,uk,2
HHB3_20090,uk,1
HHB3_20091,uk,3
HHB3_20092,uk,4
HHB3_20093,uk,3
HHB3_20094,uk,2
HHB3_20095,uk,4
HHB3_20097,uk,2
HHB3_20098,uk,1
HHB3_20099,uk,2
HHB3_20100,uk,1
HHB3_20102,uk,3
HHB3_20103,uk,3
HHB3_20104,uk,2
HHB3_20105,uk,3
HHB3_20106,uk,2
HHB3_20107,uk,2
HHB3_20108,uk,1
HHB3_20109,uk,3
HHB3_20110,uk,4
HHB3_20111,uk,3
HHB3_20113,uk,1
HHB3_20114,uk,3
HHB3_20116,uk,3
HHB3_20117,uk,2
HHB3_20118,uk,2
HHB3_20119,uk,4
HHB3_20120,uk,2
HHB3_20121,uk,1
HHB3_20122,uk,3
HHB3_20123,uk,2
HHB3_20126,uk,4
HHB3_20127,uk,2
HHB3_20128,uk,2
HHB3_20129,uk,1
HHB3_20130,uk,3
HHB3_20131,uk,1
HHB3_20132,uk,3
HHB3_20134,uk,2
HHB3_20135,uk,1
HHB3_20136,uk,2
HHB3_20137,uk,3
HHB3_20138,uk,2
HHB3_20139,uk,2
HHB3_20141,uk,2
HHB3_20143,uk,2
HHB3_20144,uk,2
HHB3_20145,uk,2
HHB3_20146,uk,1
HHB3_20148,uk,1
HHB3_20149,uk,2
HHB3_20152,uk,4
HHB3_20153,uk,2
HHB3_20155,uk,2
HHB3_20156,uk,2
HHB3_20157,uk,2
HHB3_20159,uk,6
HHB3_20160,uk,3
HHB3_20161,uk,2
HHB3_20165,uk,2
HHB3_20166,uk,4
HHB3_20168,uk,1
HHB3_20169,uk,2
HHB3_20170,uk,1
HHB3_20172,uk,1
HHB3_20173,uk,2
HHB3_20174,uk,2
HHB3_20175,uk,2
HHB3_20177,uk,2
HHB3_20178,uk,3
HHB3_20179,uk,2
HHB3_20182,uk,2
HHB3_20183,uk,2
HHB3_20184,uk,4
HHB3_20185,uk,2
HHB3_20186,uk,2
HHB3_20187,uk,3
HHB3_20188,uk,4
HHB3_20189,uk,5
HHB3_20192,uk,1
HHB3_20195,uk,2
HHB3_20196,uk,1
HHB3_20197,uk,1
HHB3_20198,uk,2
HHB3_20200,uk,4
HHB3_20202,uk,1
HHB3_20203,uk,5
HHB3_20204,uk,4
HHB3_20205,uk,5
HHB3_20206,uk,2
HHB3_20207,uk,4
HHB3_20209,uk,3
HHB3_20210,uk,2
HHB3_20212,uk,1
HHB3_20213,uk,3
HHB3_20214,uk,3
HHB3_20215,uk,1
HHB3_20217,uk,2
HHB3_20218,uk,2
HHB3_20219,uk,2
HHB3_20220,uk,1
HHB3_20221,uk,3
HHB3_20222,uk,3
HHB3_20224,uk,5
HHB3_20225,uk,3
HHB3_20226,uk,2
HHB3_20228,uk,2
HHB3_20229,uk,4
HHB3_20230,uk,5
HHB3_20231,uk,4
HHB3_20232,uk,2
HHB3_20233,uk,2
HHB3_20234,uk,6
HHB3_20235,uk,1
HHB3_20236,uk,1
HHB3_20237,uk,2
HHB3_20238,uk,1
HHB3_20239,uk,5
HHB3_20240,uk,3
HHB3_20241,uk,3
HHB3_20242,uk,2
HHB3_20245,uk,2
HHB3_20247,uk,1
HHB3_20249,uk,4
HHB3_20250,uk,2
HHB3_20251,uk,2
HHB3_20252,uk,2
HHB3_20253,uk,4
HHB3_20254,uk,1
HHB3_20256,uk,3
HHB3_20257,uk,1
HHB3_20258,uk,3
HHB3_20260,uk,2
HHB3_20262,uk,2
HHB3_20263,uk,3
HHB3_20264,uk,4
HHB3_20265,uk,4
HHB3_20267,uk,5
HHB3_20268,uk,3
HHB3_20270,uk,1
HHB3_20271,uk,2
HHB3_20272,uk,2
HHB3_20273,uk,5
HHB3_20275,uk,1
HHB3_20276,uk,2
HHB3_20277,uk,1
HHB3_20278,uk,2
