"part_id","hh_id","part_age","part_gender"
"B2_21028","HHB2_21028","67","M"
"B2_21030","HHB2_21030","56","M"
"B2_21031","HHB2_21031","66","M"
"B2_21032","HHB2_21032","66","M"
"B2_21033","HHB2_21033","69","M"
"B2_21035","HHB2_21035","70","M"
"B2_21037","HHB2_21037","68","M"
"B2_21038","HHB2_21038","49","F"
"B2_21040","HHB2_21040","66","M"
"B2_21041","HHB2_21041","75","F"
"B2_21043","HHB2_21043","77","M"
"B2_21044","HHB2_21044","70","F"
"B2_21046","HHB2_21046","39","M"
"B2_21047","HHB2_21047","36","F"
"B2_21048","HHB2_21048","69","M"
"B2_21049","HHB2_21049","68","M"
"B2_21050","HHB2_21050","54","F"
"B2_21051","HHB2_21051","34","M"
"B2_21052","HHB2_21052","77","M"
"B2_21055","HHB2_21055","34","M"
"B2_21058","HHB2_21058","59","M"
"B2_21059","HHB2_21059","58","M"
"B2_21062","HHB2_21062","77","F"
"B2_21063","HHB2_21063","53","M"
"B2_21064","HHB2_21064","41","M"
"B2_21065","HHB2_21065","57","F"
"B2_21066","HHB2_21066","53","F"
"B2_21067","HHB2_21067","64","M"
"B2_21068","HHB2_21068","73","F"
"B2_21069","HHB2_21069","74","F"
"B2_21072","HHB2_21072","69","M"
"B2_21073","HHB2_21073","43","F"
"B2_21074","HHB2_21074","65","F"
"B2_21075","HHB2_21075","30","F"
"B2_21076","HHB2_21076","31","F"
"B2_21077","HHB2_21077","70","M"
"B2_21079","HHB2_21079","69","M"
"B2_21081","HHB2_21081","49","M"
"B2_21082","HHB2_21082","34","M"
"B2_21083","HHB2_21083","40","M"
"B2_21084","HHB2_21084","67","F"
"B2_21085","HHB2_21085","45","F"
"B2_21086","HHB2_21086","54","M"
"B2_21087","HHB2_21087","50","M"
"B2_21088","HHB2_21088","36","F"
"B2_21089","HHB2_21089","80","F"
"B2_21091","HHB2_21091","57","F"
"B2_21092","HHB2_21092","58","M"
"B2_21094","HHB2_21094","76","F"
"B2_21095","HHB2_21095","43","F"
"B2_21096","HHB2_21096","71","F"
"B2_21097","HHB2_21097","76","M"
"B2_21098","HHB2_21098","52","M"
"B2_21099","HHB2_21099","64","F"
"B2_21100","HHB2_21100","21","M"
"B2_21101","HHB2_21101","49","F"
"B2_21102","HHB2_21102","33","M"
"B2_21103","HHB2_21103","55","M"
"B2_21104","HHB2_21104","33","M"
"B2_21105","HHB2_21105","78","F"
"B2_21107","HHB2_21107","64","M"
"B2_21108","HHB2_21108","80","M"
"B2_21110","HHB2_21110","61","F"
"B2_21111","HHB2_21111","56","F"
"B2_21112","HHB2_21112","57","M"
"B2_21113","HHB2_21113","66","F"
"B2_21116","HHB2_21116","59","F"
"B2_21118","HHB2_21118","53","F"
"B2_21120","HHB2_21120","74","F"
"B2_21122","HHB2_21122","40","F"
"B2_21123","HHB2_21123","44","F"
"B2_21125","HHB2_21125","78","M"
"B2_21130","HHB2_21130","71","F"
"B2_21132","HHB2_21132","50","M"
"B2_21134","HHB2_21134","83","F"
"B2_21135","HHB2_21135","73","M"
"B2_21136","HHB2_21136","70","F"
"B2_21138","HHB2_21138","70","F"
"B2_21139","HHB2_21139","75","M"
"B2_21140","HHB2_21140","72","F"
"B2_21141","HHB2_21141","45","M"
"B2_21142","HHB2_21142","57","M"
"B2_21143","HHB2_21143","47","F"
"B2_21145","HHB2_21145","57","F"
"B2_21146","HHB2_21146","85","M"
"B2_21147","HHB2_21147","68","M"
"B2_21148","HHB2_21148","54","F"
"B2_21149","HHB2_21149","71","M"
"B2_21150","HHB2_21150","69","F"
"B2_21152","HHB2_21152","74","F"
"B2_21155","HHB2_21155","43","F"
"B2_21157","HHB2_21157","44","F"
"B2_21158","HHB2_21158","52","F"
"B2_21160","HHB2_21160","76","F"
"B2_21162","HHB2_21162","79","F"
"B2_21163","HHB2_21163","72","F"
"B2_21164","HHB2_21164","72","M"
"B2_21165","HHB2_21165","69","M"
"B2_21166","HHB2_21166","67","M"
"B2_21167","HHB2_21167","76","M"
"B2_21168","HHB2_21168","22","M"
"B2_21169","HHB2_21169","52","F"
"B2_21170","HHB2_21170","67","F"
"B2_21171","HHB2_21171","49","F"
"B2_21175","HHB2_21175","33","F"
"B2_21176","HHB2_21176","47","M"
"B2_21177","HHB2_21177","68","F"
"B2_21178","HHB2_21178","66","M"
"B2_21179","HHB2_21179","66","M"
"B2_21180","HHB2_21180","66","M"
"B2_21181","HHB2_21181","42","F"
"B2_21182","HHB2_21182","55","F"
"B2_21183","HHB2_21183","50","F"
"B2_21184","HHB2_21184","67","M"
"B2_21185","HHB2_21185","47","F"
"B2_21186","HHB2_21186","39","F"
"B2_21187","HHB2_21187","49","F"
"B2_21188","HHB2_21188","65","F"
"B2_21189","HHB2_21189","59","F"
"B2_21190","HHB2_21190","51","F"
"B2_21191","HHB2_21191","52","F"
"B2_21192","HHB2_21192","71","M"
"B2_21193","HHB2_21193","51","M"
"B2_21194","HHB2_21194","56","F"
"B2_21196","HHB2_21196","48","F"
"B2_21197","HHB2_21197","64","M"
"B2_21198","HHB2_21198","70","F"
"B2_21199","HHB2_21199","75","M"
"B2_21200","HHB2_21200","53","F"
"B2_21201","HHB2_21201","35","F"
"B2_21203","HHB2_21203","54","F"
"B2_21204","HHB2_21204","31","F"
"B2_21206","HHB2_21206","79","M"
"B2_21207","HHB2_21207","74","M"
"B2_21208","HHB2_21208","73","F"
"B2_21209","HHB2_21209","52","M"
"B2_21210","HHB2_21210","51","F"
"B2_21211","HHB2_21211","40","F"
"B2_21212","HHB2_21212","44","M"
"B2_21214","HHB2_21214","35","F"
"B2_21215","HHB2_21215","62","F"
"B2_21216","HHB2_21216","69","M"
"B2_21217","HHB2_21217","64","F"
"B2_21218","HHB2_21218","53","F"
"B2_21219","HHB2_21219","48","F"
"B2_21220","HHB2_21220","43","F"
"B2_21221","HHB2_21221","64","F"
"B2_21222","HHB2_21222","78","M"
"B2_21223","HHB2_21223","67","F"
"B2_21224","HHB2_21224","53","F"
"B2_21225","HHB2_21225","70","M"
"B2_21226","HHB2_21226","39","M"
"B2_21227","HHB2_21227","48","M"
"B2_21228","HHB2_21228","23","M"
"B2_21229","HHB2_21229","77","M"
"B2_21230","HHB2_21230","62","F"
"B2_21231","HHB2_21231","71","F"
"B2_21232","HHB2_21232","52","F"
"B2_21233","HHB2_21233","48","M"
"B2_21234","HHB2_21234","61","M"
"B2_21235","HHB2_21235","68","M"
"B2_21236","HHB2_21236","38","M"
"B2_21237","HHB2_21237","40","M"
"B2_21238","HHB2_21238","53","F"
"B2_21240","HHB2_21240","31","F"
"B2_21241","HHB2_21241","23","F"
"B2_21242","HHB2_21242","48","F"
"B2_21244","HHB2_21244","49","F"
"B2_21245","HHB2_21245","31","F"
"B2_21247","HHB2_21247","30","F"
"B2_21248","HHB2_21248","49","F"
"B2_21249","HHB2_21249","50","F"
"B2_21250","HHB2_21250","49","F"
"B2_21251","HHB2_21251","31","F"
"B2_21252","HHB2_21252","44","F"
"B2_21253","HHB2_21253","66","F"
"B2_21255","HHB2_21255","49","F"
"B2_21256","HHB2_21256","36","F"
"B2_21257","HHB2_21257","50","F"
"B2_21259","HHB2_21259","56","M"
"B2_21260","HHB2_21260","48","F"
"B2_21262","HHB2_21262","42","F"
"B2_21265","HHB2_21265","59","F"
"B2_21267","HHB2_21267","37","F"
"B2_21268","HHB2_21268","52","F"
"B2_21269","HHB2_21269","68","M"
"B2_21270","HHB2_21270","40","F"
"B2_21271","HHB2_21271","43","F"
"B2_21272","HHB2_21272","58","F"
"B2_21274","HHB2_21274","34","F"
"B2_21275","HHB2_21275","63","M"
"B2_21276","HHB2_21276","41","F"
"B2_21277","HHB2_21277","55","F"
"B2_21278","HHB2_21278","48","F"
"B2_21279","HHB2_21279","69","M"
"B2_21280","HHB2_21280","49","M"
"B2_21281","HHB2_21281","48","F"
"B2_21282","HHB2_21282","67","F"
"B2_21283","HHB2_21283","37","F"
"B2_21285","HHB2_21285","67","F"
"B2_21286","HHB2_21286","56","F"
"B2_21287","HHB2_21287","35","F"
"B2_21289","HHB2_21289","34","F"
"B2_21290","HHB2_21290","51","F"
"B2_21291","HHB2_21291","53","F"
"B2_21292","HHB2_21292","61","F"
"B2_21293","HHB2_21293","72","M"
"B2_21294","HHB2_21294","36","M"
"B2_21295","HHB2_21295","32","F"
"B2_21296","HHB2_21296","34","F"
"B2_21297","HHB2_21297","43","F"
"B2_21298","HHB2_21298","32","M"
"B2_21299","HHB2_21299","71","F"
"B2_21301","HHB2_21301","54","F"
"B2_21302","HHB2_21302","31","F"
"B2_21303","HHB2_21303","27","F"
"B2_21304","HHB2_21304","34","F"
"B2_21305","HHB2_21305","39","F"
"B2_21306","HHB2_21306","47","F"
"B2_21307","HHB2_21307","38","F"
"B2_21308","HHB2_21308","68","M"
"B2_21309","HHB2_21309","67","M"
"B2_21310","HHB2_21310","41","F"
"B2_21311","HHB2_21311","53","F"
"B2_21312","HHB2_21312","78","F"
"B2_21313","HHB2_21313","32","M"
"B2_21314","HHB2_21314","34","M"
"B2_21316","HHB2_21316","72","M"
"B2_21317","HHB2_21317","45","F"
"B2_21318","HHB2_21318","25","F"
"B2_21319","HHB2_21319","52","F"
"B2_21320","HHB2_21320","49","F"
"B2_21321","HHB2_21321","22","M"
"B2_21322","HHB2_21322","48","F"
"B2_21323","HHB2_21323","63","M"
"B2_21325","HHB2_21325","25","F"
"B2_21326","HHB2_21326","75","F"
"B2_21330","HHB2_21330","49","F"
"B2_21332","HHB2_21332","53","F"
"B2_21333","HHB2_21333","23","F"
"B2_21334","HHB2_21334","46","F"
"B2_21335","HHB2_21335","38","M"
"B2_21337","HHB2_21337","46","F"
"B2_21339","HHB2_21339","45","F"
"B2_21340","HHB2_21340","34","F"
"B2_21341","HHB2_21341","36","F"
"B2_21343","HHB2_21343","27","F"
"B2_21344","HHB2_21344","65","F"
"B2_21346","HHB2_21346","42","M"
"B2_21347","HHB2_21347","40","M"
"B2_21348","HHB2_21348","40","F"
"B2_21349","HHB2_21349","71","M"
"B2_21350","HHB2_21350","46","F"
"B2_21351","HHB2_21351","39","F"
"B2_21353","HHB2_21353","51","F"
"B2_21354","HHB2_21354","41","F"
"B2_21355","HHB2_21355","51","F"
"B2_21356","HHB2_21356","40","F"
"B2_21357","HHB2_21357","27","F"
"B2_21358","HHB2_21358","31","F"
"B2_21359","HHB2_21359","31","F"
"B2_21360","HHB2_21360","31","F"
"B2_21361","HHB2_21361","33","F"
"B2_21362","HHB2_21362","44","F"
"B2_21363","HHB2_21363","41","F"
"B2_21366","HHB2_21366","67","M"
"B2_21367","HHB2_21367","38","F"
"B2_21368","HHB2_21368","63","F"
"B2_21369","HHB2_21369","33","F"
"B2_21371","HHB2_21371","48","F"
"B2_21372","HHB2_21372","44","F"
"B2_21373","HHB2_21373","32","F"
"B2_21374","HHB2_21374","35","F"
"B2_21376","HHB2_21376","60","M"
"B2_21377","HHB2_21377","53","F"
"B2_21378","HHB2_21378","43","F"
"B2_21379","HHB2_21379","42","F"
"B2_21380","HHB2_21380","47","F"
"B2_21381","HHB2_21381","48","F"
"B2_21383","HHB2_21383","46","F"
"B2_21384","HHB2_21384","28","M"
"B2_21386","HHB2_21386","28","F"
"B2_21387","HHB2_21387","52","F"
"B2_21388","HHB2_21388","52","M"
"B2_21389","HHB2_21389","31","F"
"B2_21391","HHB2_21391","33","F"
"B2_21392","HHB2_21392","36","F"
"B2_21394","HHB2_21394","65","M"
"B2_21395","HHB2_21395","55","F"
"B2_21397","HHB2_21397","23","F"
"B2_21398","HHB2_21398","27","M"
"B2_21400","HHB2_21400","45","F"
"B2_21401","HHB2_21401","19","F"
"B2_21403","HHB2_21403","32","F"
"B2_21404","HHB2_21404","53","M"
"B2_21405","HHB2_21405","19","F"
"B2_21406","HHB2_21406","28","F"
"B2_21407","HHB2_21407","31","F"
"B2_21408","HHB2_21408","28","F"
"B2_21409","HHB2_21409","31","F"
"B2_21410","HHB2_21410","58","F"
"B2_21411","HHB2_21411","51","F"
"B2_21413","HHB2_21413","44","M"
"B2_21414","HHB2_21414","48","F"
"B2_21416","HHB2_21416","36","M"
"B2_21418","HHB2_21418","52","F"
"B2_21419","HHB2_21419","19","F"
"B2_21421","HHB2_21421","65","F"
"B2_21422","HHB2_21422","54","M"
"B2_21424","HHB2_21424","73","M"
"B2_21425","HHB2_21425","48","F"
"B2_21426","HHB2_21426","29","M"
"B2_21430","HHB2_21430","52","F"
"B2_21432","HHB2_21432","51","M"
"B2_21434","HHB2_21434","52","F"
"B2_21437","HHB2_21437","59","F"
"B2_21438","HHB2_21438","41","F"
"B2_21439","HHB2_21439","23","M"
"B2_21442","HHB2_21442","60","F"
"B2_21446","HHB2_21446","41","F"
"B2_21450","HHB2_21450","36","F"
"B2_21452","HHB2_21452","29","F"
"B2_21460","HHB2_21460","37","M"
"B2_21461","HHB2_21461","35","F"
"B2_21464","HHB2_21464","50","F"
"B2_21466","HHB2_21466","58","F"
"B2_21468","HHB2_21468","61","F"
"B2_21469","HHB2_21469","54","M"
"B2_21470","HHB2_21470","76","M"
"B2_21471","HHB2_21471","52","F"
"B2_21472","HHB2_21472","41","F"
"B2_21473","HHB2_21473","32","F"
"B2_21474","HHB2_21474","70","M"
"B2_21475","HHB2_21475","53","F"
"B2_21476","HHB2_21476","40","F"
"B2_21477","HHB2_21477","34","F"
"B2_21478","HHB2_21478","52","F"
"B2_21479","HHB2_21479","63","F"
"B2_21480","HHB2_21480","55","F"
"B2_21481","HHB2_21481","51","F"
"B2_21482","HHB2_21482","58","F"
"B2_21483","HHB2_21483","50","M"
"B2_21484","HHB2_21484","49","M"
"B2_21485","HHB2_21485","50","F"
"B2_21487","HHB2_21487","64","F"
"B2_21488","HHB2_21488","76","M"
"B2_21489","HHB2_21489","68","F"
"B2_21490","HHB2_21490","71","F"
"B2_21491","HHB2_21491","53","F"
"B2_21492","HHB2_21492","39","F"
"B2_21493","HHB2_21493","70","M"
"B2_21494","HHB2_21494","52","F"
"B2_21495","HHB2_21495","64","F"
"B2_21496","HHB2_21496","57","F"
"B2_21497","HHB2_21497","54","F"
"B2_21498","HHB2_21498","48","F"
"B2_21499","HHB2_21499","51","F"
"B2_21500","HHB2_21500","73","M"
"B2_21501","HHB2_21501","44","F"
"B2_21502","HHB2_21502","73","M"
"B2_21503","HHB2_21503","43","M"
"B2_21504","HHB2_21504","71","M"
"B2_21505","HHB2_21505","61","F"
"B2_21507","HHB2_21507","49","F"
"B2_21508","HHB2_21508","67","M"
"B2_21509","HHB2_21509","72","M"
"B2_21510","HHB2_21510","52","M"
"B2_21511","HHB2_21511","58","M"
"B2_21512","HHB2_21512","56","F"
"B2_21513","HHB2_21513","73","F"
"B2_21515","HHB2_21515","54","F"
"B2_21516","HHB2_21516","79","M"
"B2_21517","HHB2_21517","67","M"
"B2_21518","HHB2_21518","73","F"
"B2_21519","HHB2_21519","54","M"
"B2_21520","HHB2_21520","42","F"
"B2_21521","HHB2_21521","48","M"
"B2_21522","HHB2_21522","68","M"
"B2_21523","HHB2_21523","67","F"
"B2_21524","HHB2_21524","77","F"
"B2_21525","HHB2_21525","39","M"
"B2_21526","HHB2_21526","72","F"
"B2_21528","HHB2_21528","67","F"
"B2_21530","HHB2_21530","68","M"
"B2_21531","HHB2_21531","75","M"
"B2_21532","HHB2_21532","53","F"
"B2_21533","HHB2_21533","78","M"
"B2_21534","HHB2_21534","50","F"
"B2_21535","HHB2_21535","71","F"
"B2_21536","HHB2_21536","59","F"
"B2_21538","HHB2_21538","77","M"
"B2_21541","HHB2_21541","76","M"
"B2_21542","HHB2_21542","68","F"
"B2_21543","HHB2_21543","70","M"
"B2_21544","HHB2_21544","44","F"
"B2_21545","HHB2_21545","58","F"
"B2_21546","HHB2_21546","53","F"
"B2_21547","HHB2_21547","70","M"
"B2_21548","HHB2_21548","66","F"
"B2_21549","HHB2_21549","53","F"
"B2_21550","HHB2_21550","68","M"
"B2_21551","HHB2_21551","65","F"
"B2_21553","HHB2_21553","57","M"
"B2_21554","HHB2_21554","54","F"
"B2_21556","HHB2_21556","70","F"
"B2_21557","HHB2_21557","43","F"
"B2_21558","HHB2_21558","29","F"
"B2_21559","HHB2_21559","53","M"
"B2_21560","HHB2_21560","61","M"
"B2_21561","HHB2_21561","84","F"
"B2_21562","HHB2_21562","64","M"
"B2_21563","HHB2_21563","56","M"
"B2_21564","HHB2_21564","53","M"
"B2_21565","HHB2_21565","59","M"
"B2_21566","HHB2_21566","56","F"
"B2_21567","HHB2_21567","61","M"
"B2_21568","HHB2_21568","78","F"
"B2_21569","HHB2_21569","64","F"
"B2_21570","HHB2_21570","63","F"
"B2_21571","HHB2_21571","57","F"
"B2_21572","HHB2_21572","55","F"
"B2_21573","HHB2_21573","49","M"
"B2_21574","HHB2_21574","76","F"
"B2_21575","HHB2_21575","33","M"
"B2_21576","HHB2_21576","62","M"
"B2_21577","HHB2_21577","67","F"
"B2_21578","HHB2_21578","74","M"
"B2_21579","HHB2_21579","68","F"
"B2_21580","HHB2_21580","62","F"
"B2_21581","HHB2_21581","52","F"
"B2_21582","HHB2_21582","48","F"
"B2_21583","HHB2_21583","47","M"
"B2_21584","HHB2_21584","72","M"
"B2_21585","HHB2_21585","58","F"
"B2_21586","HHB2_21586","64","F"
"B2_21587","HHB2_21587","41","M"
"B2_21588","HHB2_21588","25","F"
"B2_21589","HHB2_21589","64","M"
"B2_21590","HHB2_21590","52","F"
"B2_21591","HHB2_21591","51","F"
"B2_21592","HHB2_21592","59","M"
"B2_21593","HHB2_21593","62","F"
"B2_21594","HHB2_21594","48","F"
"B2_21595","HHB2_21595","64","F"
"B2_21596","HHB2_21596","48","M"
"B2_21597","HHB2_21597","57","F"
"B2_21598","HHB2_21598","58","M"
"B2_21599","HHB2_21599","32","M"
"B2_21600","HHB2_21600","50","M"
"B2_21601","HHB2_21601","23","M"
"B2_21602","HHB2_21602","28","F"
"B2_21603","HHB2_21603","32","F"
"B2_21604","HHB2_21604","52","M"
"B2_21605","HHB2_21605","62","F"
"B2_21606","HHB2_21606","29","M"
"B2_21607","HHB2_21607","50","M"
"B2_21608","HHB2_21608","51","M"
"B2_21609","HHB2_21609","26","F"
"B2_21610","HHB2_21610","61","M"
"B2_21611","HHB2_21611","23","M"
"B2_21612","HHB2_21612","24","F"
"B2_21613","HHB2_21613","76","F"
"B2_21614","HHB2_21614","79","F"
"B2_21615","HHB2_21615","24","F"
"B2_21616","HHB2_21616","35","F"
"B2_21617","HHB2_21617","40","F"
"B2_21618","HHB2_21618","20","M"
"B2_21619","HHB2_21619","35","F"
"B2_21620","HHB2_21620","57","M"
"B2_21621","HHB2_21621","57","M"
"B2_21622","HHB2_21622","35","F"
"B2_21623","HHB2_21623","27","F"
"B2_21624","HHB2_21624","23","M"
"B2_21625","HHB2_21625","52","M"
"B2_21626","HHB2_21626","49","M"
"B2_21627","HHB2_21627","19","M"
"B2_21628","HHB2_21628","57","F"
"B2_21629","HHB2_21629","25","F"
"B2_21630","HHB2_21630","33","M"
"B2_21631","HHB2_21631","26","F"
"B2_21632","HHB2_21632","39","M"
"B2_21633","HHB2_21633","43","M"
"B2_21634","HHB2_21634","56","M"
"B2_21635","HHB2_21635","21","F"
"B2_21636","HHB2_21636","50","M"
"B2_21637","HHB2_21637","23","M"
"B2_21638","HHB2_21638","26","F"
"B2_21639","HHB2_21639","35","M"
"B2_21640","HHB2_21640","28","F"
"B2_21641","HHB2_21641","37","M"
"B2_21642","HHB2_21642","43","M"
"B2_21643","HHB2_21643","39","M"
"B2_21644","HHB2_21644","23","M"
"B2_21645","HHB2_21645","35","M"
"B2_21646","HHB2_21646","40","M"
"B2_21647","HHB2_21647","25","F"
"B2_21648","HHB2_21648","29","F"
"B2_21649","HHB2_21649","30","M"
"B2_21650","HHB2_21650","40","F"
"B2_21651","HHB2_21651","18","F"
"B2_21652","HHB2_21652","29","M"
"B2_21653","HHB2_21653","42","F"
"B2_21654","HHB2_21654","23","F"
"B2_21655","HHB2_21655","30","M"
"B2_21656","HHB2_21656","31","M"
"B2_21657","HHB2_21657","60","F"
"B2_21658","HHB2_21658","48","F"
"B2_21659","HHB2_21659","77","M"
"B2_21660","HHB2_21660","77","M"
"B2_21661","HHB2_21661","76","F"
"B2_21662","HHB2_21662","57","M"
"B2_21663","HHB2_21663","82","M"
"B2_21664","HHB2_21664","76","M"
"B2_21665","HHB2_21665","77","F"
"B2_21666","HHB2_21666","69","F"
"B2_21667","HHB2_21667","40","F"
"B2_21668","HHB2_21668","65","M"
"B2_21669","HHB2_21669","76","F"
"B2_21670","HHB2_21670","77","M"
"B2_21671","HHB2_21671","78","F"
"B2_21672","HHB2_21672","77","F"
"B2_21673","HHB2_21673","69","M"
"B2_21674","HHB2_21674","77","F"
"B2_21675","HHB2_21675","69","F"
"B2_21676","HHB2_21676","81","M"
"B2_21677","HHB2_21677","84","F"
"B2_21678","HHB2_21678","79","M"
"B2_21679","HHB2_21679","30","M"
"B2_21680","HHB2_21680","72","F"
"B2_21681","HHB2_21681","40","M"
"B2_21682","HHB2_21682","50","M"
"B2_21683","HHB2_21683","42","F"
"B2_21684","HHB2_21684","70","M"
"B2_21685","HHB2_21685","77","F"
"B2_21686","HHB2_21686","62","M"
"B2_21687","HHB2_21687","61","M"
"B2_21688","HHB2_21688","61","F"
"B2_620137","HHB2_620137","62","M"
"B2_620235","HHB2_620235","77","M"
"B2_620262","HHB2_620262","49","M"
"B2_620616","HHB2_620616","28","M"
"B2_620741","HHB2_620741","42","F"
"B3_20002","HHB3_20002","63","M"
"B3_20003","HHB3_20003","50","M"
"B3_20004","HHB3_20004","82","M"
"B3_20005","HHB3_20005","53","M"
"B3_20006","HHB3_20006","40","F"
"B3_20008","HHB3_20008","60","F"
"B3_20009","HHB3_20009","49","F"
"B3_20010","HHB3_20010","41","M"
"B3_20011","HHB3_20011","42","F"
"B3_20012","HHB3_20012","57","M"
"B3_20013","HHB3_20013","42","F"
"B3_20014","HHB3_20014","76","M"
"B3_20015","HHB3_20015","42","M"
"B3_20017","HHB3_20017","45","F"
"B3_20018","HHB3_20018","29","F"
"B3_20019","HHB3_20019","73","M"
"B3_20021","HHB3_20021","65","M"
"B3_20023","HHB3_20023","57","F"
"B3_20024","HHB3_20024","60","M"
"B3_20026","HHB3_20026","76","M"
"B3_20027","HHB3_20027","32","F"
"B3_20028","HHB3_20028","52","F"
"B3_20029","HHB3_20029","73","M"
"B3_20030","HHB3_20030","45","F"
"B3_20033","HHB3_20033","56","F"
"B3_20034","HHB3_20034","42","F"
"B3_20036","HHB3_20036","55","F"
"B3_20037","HHB3_20037","36","F"
"B3_20038","HHB3_20038","77","F"
"B3_20039","HHB3_20039","66","M"
"B3_20040","HHB3_20040","71","F"
"B3_20041","HHB3_20041","66","F"
"B3_20042","HHB3_20042","51","F"
"B3_20043","HHB3_20043","34","F"
"B3_20044","HHB3_20044","53","M"
"B3_20045","HHB3_20045","43","M"
"B3_20046","HHB3_20046","78","F"
"B3_20048","HHB3_20048","55","M"
"B3_20049","HHB3_20049","36","F"
"B3_20050","HHB3_20050","65","M"
"B3_20051","HHB3_20051","57","F"
"B3_20052","HHB3_20052","63","M"
"B3_20053","HHB3_20053","47","F"
"B3_20054","HHB3_20054","60","M"
"B3_20055","HHB3_20055","61","F"
"B3_20056","HHB3_20056","52","F"
"B3_20057","HHB3_20057","58","M"
"B3_20058","HHB3_20058","47","M"
"B3_20059","HHB3_20059","63","M"
"B3_20060","HHB3_20060","52","F"
"B3_20061","HHB3_20061","72","F"
"B3_20062","HHB3_20062","78","M"
"B3_20063","HHB3_20063","65","M"
"B3_20064","HHB3_20064","53","M"
"B3_20065","HHB3_20065","73","F"
"B3_20066","HHB3_20066","57","F"
"B3_20067","HHB3_20067","38","F"
"B3_20068","HHB3_20068","50","M"
"B3_20069","HHB3_20069","57","F"
"B3_20070","HHB3_20070","67","F"
"B3_20071","HHB3_20071","51","F"
"B3_20072","HHB3_20072","31","M"
"B3_20073","HHB3_20073","84","F"
"B3_20074","HHB3_20074","50","F"
"B3_20077","HHB3_20077","62","M"
"B3_20078","HHB3_20078","56","M"
"B3_20080","HHB3_20080","63","M"
"B3_20081","HHB3_20081","52","F"
"B3_20083","HHB3_20083","33","M"
"B3_20084","HHB3_20084","35","F"
"B3_20085","HHB3_20085","64","M"
"B3_20086","HHB3_20086","49","F"
"B3_20088","HHB3_20088","64","M"
"B3_20090","HHB3_20090","58","F"
"B3_20091","HHB3_20091","42","F"
"B3_20092","HHB3_20092","45","M"
"B3_20093","HHB3_20093","53","F"
"B3_20094","HHB3_20094","43","F"
"B3_20095","HHB3_20095","39","F"
"B3_20097","HHB3_20097","67","F"
"B3_20098","HHB3_20098","61","M"
"B3_20099","HHB3_20099","60","F"
"B3_20100","HHB3_20100","68","M"
"B3_20102","HHB3_20102","42","M"
"B3_20103","HHB3_20103","48","M"
"B3_20104","HHB3_20104","29","M"
"B3_20105","HHB3_20105","47","F"
"B3_20106","HHB3_20106","68","F"
"B3_20107","HHB3_20107","46","M"
"B3_20108","HHB3_20108","39","M"
"B3_20109","HHB3_20109","54","F"
"B3_20110","HHB3_20110","36","F"
"B3_20111","HHB3_20111","76","M"
"B3_20113","HHB3_20113","44","M"
"B3_20114","HHB3_20114","56","M"
"B3_20116","HHB3_20116","60","F"
"B3_20117","HHB3_20117","49","F"
"B3_20118","HHB3_20118","31","M"
"B3_20119","HHB3_20119","51","F"
"B3_20120","HHB3_20120","35","F"
"B3_20121","HHB3_20121","87","F"
"B3_20122","HHB3_20122","65","M"
"B3_20123","HHB3_20123","40","F"
"B3_20126","HHB3_20126","44","M"
"B3_20127","HHB3_20127","63","F"
"B3_20128","HHB3_20128","76","M"
"B3_20129","HHB3_20129","77","F"
"B3_20130","HHB3_20130","61","F"
"B3_20131","HHB3_20131","42","F"
"B3_20132","HHB3_20132","50","M"
"B3_20134","HHB3_20134","82","F"
"B3_20135","HHB3_20135","76","F"
"B3_20136","HHB3_20136","76","F"
"B3_20137","HHB3_20137","52","M"
"B3_20138","HHB3_20138","83","M"
"B3_20139","HHB3_20139","71","F"
"B3_20141","HHB3_20141","62","F"
"B3_20143","HHB3_20143","80","M"
"B3_20144","HHB3_20144","65","F"
"B3_20145","HHB3_20145","60","M"
"B3_20146","HHB3_20146","35","M"
"B3_20148","HHB3_20148","53","M"
"B3_20149","HHB3_20149","41","M"
"B3_20152","HHB3_20152","43","M"
"B3_20153","HHB3_20153","64","M"
"B3_20155","HHB3_20155","60","M"
"B3_20156","HHB3_20156","71","M"
"B3_20157","HHB3_20157","76","M"
"B3_20159","HHB3_20159","36","M"
"B3_20160","HHB3_20160","41","M"
"B3_20161","HHB3_20161","69","M"
"B3_20165","HHB3_20165","67","F"
"B3_20166","HHB3_20166","42","F"
"B3_20168","HHB3_20168","64","F"
"B3_20169","HHB3_20169","59","M"
"B3_20170","HHB3_20170","66","F"
"B3_20172","HHB3_20172","77","F"
"B3_20173","HHB3_20173","52","M"
"B3_20174","HHB3_20174","58","M"
"B3_20175","HHB3_20175","76","F"
"B3_20177","HHB3_20177","52","F"
"B3_20178","HHB3_20178","60","M"
"B3_20179","HHB3_20179","71","M"
"B3_20182","HHB3_20182","60","F"
"B3_20183","HHB3_20183","57","F"
"B3_20184","HHB3_20184","50","F"
"B3_20185","HHB3_20185","67","F"
"B3_20186","HHB3_20186","70","M"
"B3_20187","HHB3_20187","61","F"
"B3_20188","HHB3_20188","36","M"
"B3_20189","HHB3_20189","27","F"
"B3_20192","HHB3_20192","50","M"
"B3_20195","HHB3_20195","80","M"
"B3_20196","HHB3_20196","38","F"
"B3_20197","HHB3_20197","73","F"
"B3_20198","HHB3_20198","61","M"
"B3_20200","HHB3_20200","51","F"
